Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
200709,20.508,1.394,1.394,-0.19,-0.19,-3.887,3.219,4.006,0,0.551,-2.523,77.344,8.49,0,0,-0.55,19.33,23.79,5.36,7.08,19.09,7.15,-0.93,15.69,140.338,0.004,0.591,11.29,0.148,0,267.58,71.1,35,231.48,2.61,0.81,0.31,"41,078.00","33,238.00","7,840.00","4,904.00",0,0,"2,936.00",0,"-2,949.00","-2,949.00",-143,-62,-156,-162,-103.85,-318,0,-380,0,-0.19,-0.19,"2,003.00",0,"2,793.00","27,437.00","53,252.00","80,689.00","120,455.00",0,0,"120,455.00","4,565.00",0,"-1,064.00","9,385.00",0,"12,886.00",0,"214,030.00","2,661.00",0,0,0,0,"37,831.00","37,831.00",0,"37,831.00","6,487.00","5,336.00","15,154.00","276,163.00","25,898.00",0,0,"81,330.00","107,228.00",0,0,0,0,0,"107,228.00","163,213.00",0,"163,213.00",0,"3,165.00",0,"273,606.00",22,0,"1,326.00","-7,272.00","7,273.00",-186,0,"1,163.00","1,394.00","2,557.00",-380,0,-318,0,0,0,0,0,0,0,0,0,"8,343.00","8,025.00","-1,578.00",0,0,0,"-4,365.00","4,138.00",0,0,"-4,079.00","-5,884.00",101,0,0,"-6,998.00",0,202,"-6,695.00","-4,554.00","-1,578.00","6,447.00",0,0,15.41,0,0,4.21,0.1,0,0.6,21.19,21.19,4.72,38.64,3.48,0,"17,915.68","101,833.68",-92.08,-28.89,-46.22,37.58,28.06,0,0,-13.43,1.13,6,-2.65,0.305,-0.66,2,1.88,1,9.64,7.5,-0.51,3.55,93.19,158.97,-9.14,"2,003.00","2,110.21",1.98,11/8/07,11/7/08,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,6.74,0.3,0
200712,20.751,-0.825,-0.825,-1.45,-1.41,-2.251,0.945,1.795,0,2.55,1.613,76.478,6.73,-331.14,-125.43,-4.05,-7.81,0.89,5.91,6.55,12.84,0.73,-6.37,4.55,29.991,0.02,0.604,8.16,0.159,0,243.9,49.44,27.3,221.76,3.34,0.87,0.261,"44,116.00","38,452.00","5,664.00","5,341.00",0,0,323,489,"-2,717.00","-2,228.00","-2,567.00",-107,"-4,472.00","1,761.00",39.38,"-2,711.00",7,"-2,811.00",0,-1.45,-1.45,"2,126.00",0,"-1,755.00","35,283.00","48,770.00","84,053.00","117,916.00",0,0,"117,916.00","4,360.00",0,"-1,100.00","6,861.00",0,"10,121.00",0,"212,090.00","2,853.00",764,"14,402.00","55,343.00","2,031.00",260,"72,800.00","-36,561.00","36,239.00","2,069.00",0,"26,013.00","279,264.00","20,832.00",0,0,971,"21,803.00","27,543.00","4,093.00",0,"4,093.00","22,608.00","76,047.00","141,244.00",0,"141,244.00","7,612.00","5,023.00","42,289.00","272,215.00",22,0,"-1,485.00",-558,"7,834.00",-185,0,"5,628.00","1,421.00","7,049.00","-2,811.00",0,"-2,711.00",0,0,0,0,0,0,0,0,0,"6,527.00","3,816.00","-1,807.00",0,0,0,"-2,338.00","4,003.00",0,0,"-2,261.00","-2,403.00",98,0,0,"5,598.00",0,-239,"5,457.00","6,896.00","-1,807.00","2,009.00",0,0,2.64,4.17,1.29,0.83,0.08,0,0.59,16.05,16.05,6.23,49.08,2.81,0,"14,853.11","101,008.11",-85.9,-27.89,-43.54,39.79,27.2,0,0,-25.96,1.25,7,-3.33,0.332,-4.78,2.79,2.66,0.12,9.2,6.7,-4.59,-11.13,51.67,56.07,-8.16,"2,126.00","2,207.00",2.13,2/27/08,2/26/09,"165,084.00","246,000.00",0,0,0,0,0,0,0,0,0,0,0.17,0,1.16,0.25,0
200803,19.607,1.296,1.296,0.03,0.03,-2.585,-0.197,0.478,0,3.205,2.274,76.253,5.72,4.4,2.47,0.1,12.97,5.81,7.52,6.09,18.1,5.54,0.16,-1,23.795,0.025,0.598,11.15,0.154,0,229.45,61.67,28.11,195.89,3.25,0.82,0.252,"43,292.00","35,456.00","7,836.00","5,094.00",0,344,"2,398.00",229,"-2,575.00","-2,346.00",234,-122,286,-95,33.22,191,1,70,0,0.03,0.03,"2,208.00",0,"2,861.00","33,751.00","15,339.00","49,090.00","108,858.00",0,"8,563.00","117,421.00","4,475.00",0,"-1,081.00","8,327.00",0,"11,721.00",0,"178,232.00",0,0,0,0,0,"73,568.00","73,568.00","-36,561.00","37,007.00","2,064.00","2,064.00","65,610.00","282,913.00","23,964.00",0,0,"72,858.00","96,822.00",0,0,0,0,0,"96,822.00","169,205.00",0,"169,205.00",0,"2,901.00","5,408.00","274,336.00",22,0,"-1,372.00",657,"7,988.00",-184,0,"7,111.00","1,466.00","8,577.00",70,0,191,0,0,0,0,0,0,0,0,0,865,"1,056.00","-1,490.00",0,"-11,872.00",44,"-13,531.00","13,983.00",0,-94,"11,101.00","-1,859.00",63,0,0,-635,0,-473,"-1,045.00","-1,848.00","-1,490.00",-434,0,0,1.78,2.52,1.11,0.71,0.07,0,0.78,19.5,19.5,5.13,76.46,10.28,0,"12,692.68","134,273.68",-102.17,-43.97,-62.73,36.24,26.12,0,0,-39.68,1.03,7,-2.92,0.461,-3.08,1.84,1.72,0.93,6.85,5.11,-0.54,-14.29,120,7.46,-6.55,"2,188.00","2,219.00",1.58,5/7/08,5/8/09,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.78,0.22,0
200806,18.374,-2.958,-2.958,-3.89,-3.89,-8.318,-0.238,0.494,0,-0.742,-1.643,73.171,4.81,"-1,281.80",0,-12.69,-45.54,-21.14,10.04,5.83,2.7,-16.53,-21.16,-1.3,-98.648,-0.006,0.626,1.62,0.15,0,237.39,55.25,28.19,210.33,3.24,0.97,0.301,"41,102.00","39,994.00","1,108.00","7,305.00",0,598,"-6,795.00",406,"-2,442.00","-2,036.00",-228,-89,"-9,059.00",443,4.89,"-8,616.00",8,"-8,697.00",0,-3.89,-3.89,"2,237.00",0,"-6,617.00","30,066.00","19,872.00","49,938.00","106,928.00",0,"8,964.00","115,892.00","4,506.00",0,"-1,059.00","9,540.00",0,"12,987.00",0,"178,817.00",0,0,0,0,0,"68,710.00","68,710.00","-36,561.00","32,149.00","2,044.00","2,044.00","52,287.00","265,297.00","24,216.00",0,0,"72,381.00","96,597.00",0,0,0,0,0,"96,597.00","166,025.00",0,"166,025.00",0,"2,899.00",0,"265,521.00",23,0,"-10,040.00",131,"8,386.00",-183,0,"-1,683.00","1,459.00",-224,"-8,697.00",0,"-8,616.00",0,0,0,0,0,0,0,0,0,"9,721.00","1,105.00","-1,638.00",0,"-14,549.00","6,106.00","-19,484.00","16,037.00",0,94,"11,288.00","-2,146.00",81,0,0,"-3,084.00",0,206,"-2,797.00","-3,838.00","-1,638.00",-533,0,0,0,0,1.29,0.71,0.06,0,0.76,-47.26,-47.26,-2.12,76.71,0,0,"10,913.89","128,459.89",-95.66,-38.86,-57.45,28.69,26.15,0,0,-44.98,0.95,7,-3.07,0.41,-5.1,1.85,1.72,0,8.48,4.81,-2.25,0.48,"-1,354.84",-339.51,-7.49,"2,237.00","2,269.00",2.34,8/8/08,8/5/09,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.18,0
200809,13.93,0.982,0.982,-0.07,-0.07,-7.889,-0.28,0.486,0,-0.837,-1.597,66.018,5.2,0,0,-0.25,14.56,1.66,9.1,6.97,21.25,6.84,-0.51,-2.01,-78.83,-0.008,0.648,10.64,0.125,0,312.06,74.3,45.69,283.45,2,0.79,0.394,"31,746.00","25,001.00","6,745.00","4,575.00",0,0,"2,170.00",300,"-2,812.00","-2,512.00",-231,-51,-573,463,80.8,-110,0,-161,0,-0.07,-0.07,"2,279.00",0,"2,239.00","24,894.00","46,086.00","70,980.00","108,566.00",0,0,"108,566.00","4,367.00",0,"-1,041.00","8,722.00",0,"12,048.00",0,"191,594.00","3,065.00",0,0,0,0,"30,253.00","30,253.00",0,"30,253.00","1,805.00","1,339.00","15,348.00","242,065.00","20,358.00",0,0,"62,931.00","83,289.00",0,0,0,0,0,"83,289.00","156,793.00",0,"156,793.00",0,"2,514.00",0,"242,596.00",24,0,"-10,169.00",-571,"8,910.00",-183,0,"-1,989.00","1,458.00",-531,-161,0,-110,0,0,0,0,0,0,0,0,0,"1,218.00","1,108.00","-1,747.00",0,"-11,449.00",143,"-16,866.00","19,658.00",0,0,"10,237.00",-24,519,0,0,"-5,906.00",0,-264,"-5,651.00","-4,567.00","-1,747.00",-639,0,0,0,0,22.61,1.6,0.07,0,0.62,-30.45,-30.45,-3.28,59.77,0,0,"12,350.00","99,621.00",-72.87,-22.09,-36.05,24.9,23.98,0,0,-29.81,1.13,4,-2.9,0.321,-5.06,2.3,2.16,0.77,6.03,4.17,-4.67,-32.08,63.16,-29.56,-9.07,"2,279.00","2,375.00",1.37,11/7/08,11/6/09,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.22,0
200812,12.138,-1.421,-1.421,-2.56,-2.56,-8.851,-2.207,-1.444,0,-6.976,-7.086,67.922,2.29,0,0,-10.39,-17.49,-12.54,8.49,4.54,8.02,-7.36,-20.63,-18.19,-9.736,-0.072,0.701,4.04,0.126,0,312.29,45.01,32.59,299.87,2.8,0.92,0.329,"28,974.00","26,651.00","2,323.00","4,456.00",0,0,"-2,133.00",214,"-1,760.00","-1,546.00","-1,473.00",48,"-5,152.00",-874,-16.96,"-6,026.00",0,"-5,978.00",0,-2.56,-2.56,"2,387.00",0,"-3,392.00","22,049.00","42,661.00","64,710.00","99,158.00",0,0,"99,158.00","2,747.00",0,-850,"5,091.00",0,"6,988.00",0,"170,856.00","1,599.00",409,"10,797.00","45,981.00","1,295.00",213,"58,695.00","-34,552.00","24,143.00",246,0,"21,454.00","218,298.00","13,145.00",0,0,419,"13,564.00","21,759.00","2,883.00",0,"2,883.00","26,282.00","64,488.00","131,310.00",0,"131,310.00","16,807.00","3,786.00","16,434.00","232,825.00",24,0,"-16,316.00","-10,124.00","10,875.00",-181,0,"-15,722.00","1,195.00","-14,527.00","-5,978.00",0,"-6,026.00",0,0,0,0,0,0,0,0,0,"2,578.00","-3,448.00","-1,821.00",0,"-6,705.00",561,"-14,873.00","14,901.00",0,0,"8,823.00",886,93,0,0,369,0,-73,389,"-2,173.00","-1,821.00","-5,269.00",0,0,0,0,0,163.57,0.04,0,0.65,-19.29,-19.29,-5.18,115.41,0,0,"5,160.77","94,714.77",-75.13,-28.03,-40.58,19,21.14,0,0,-32.14,1.08,1,-2.77,0.305,-5.24,2.65,2.54,0,4.55,1.26,5.11,-41.51,-76.55,-72.24,-13.2,"2,387.00","2,253.61",1.83,2/26/09,2/25/10,"164,005.00","213,000.00",0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.11,0
200903,10.175,0.108,0.108,-0.6,-0.6,-9.334,1.229,1.675,0,-6.117,-6.196,50.794,2.63,0,0,-2.71,1.86,-5.51,5.44,5.14,12.21,-4.58,-5.85,12.08,-8.303,-0.087,0.718,5.65,0.116,0,0,0,28.9,28.9,3.16,0.88,0.278,"24,390.00","21,413.00","2,977.00","3,692.00",0,402,"-1,117.00",175,"-1,921.00","-1,746.00","1,201.00",8,"-1,662.00",227,13.66,"-1,435.00",0,"-1,427.00",0,-0.6,-0.6,"2,397.00",0,259,"21,093.00","42,275.00","63,368.00",0,0,"89,398.00","89,398.00","2,926.00",0,-844,"4,493.00",0,"6,575.00",0,"159,341.00","1,736.00",0,0,0,0,"23,779.00","23,779.00",0,"23,779.00",227,38,"18,051.00","203,134.00",0,0,"12,882.00","54,429.00","67,311.00","17,715.00",0,0,0,0,"85,026.00","128,228.00",0,"128,228.00",0,"1,706.00","4,651.00","219,611.00",24,0,"-17,782.00","-10,624.00","10,985.00",-180,0,"-17,577.00","1,100.00","-16,477.00","-1,427.00",0,"-1,435.00",0,0,0,0,0,0,0,0,0,"5,451.00","4,016.00","-1,069.00",0,"-6,375.00",166,"-22,002.00","20,234.00",0,0,"9,711.00",665,0,0,0,"-4,814.00",0,-87,"-4,901.00",-220,"-1,069.00","2,947.00",0,0,0,0,0,2.17,0.05,0,0.72,-12.15,-12.15,-8.23,109.4,0,0,"7,556.65","91,231.65",-54.76,-21.36,-53.62,15.75,18.02,0,0,-34.15,0.84,4,-3.08,0.303,-9.07,1.87,1.8,0,2.94,1.58,-27.5,-48.11,"-2,100.00",-91.67,-19.29,"2,397.00","2,873.25",1.71,5/8/09,5/7/10,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.15,0
200906,7.998,1.169,1.169,0.69,0.69,-3.404,1.305,1.596,0,-3.32,-3.392,41.231,6.07,0,0,4.48,64.55,-0.41,6.56,4.81,12.92,-0.24,8.43,16.31,-12.42,-0.054,0.666,6.87,0.133,0,0,0,25.75,25.75,3.54,0.87,0.246,"26,810.00","23,346.00","3,464.00","3,110.00",0,419,-65,238,"-1,679.00","-1,441.00","3,747.00",0,"2,241.00",15,-0.67,"2,256.00",5,"2,261.00",0,0.75,0.69,"3,352.00",0,"3,920.00","24,011.00","37,931.00","61,942.00",0,0,"86,939.00","86,939.00","2,978.00",0,-844,"4,469.00",0,"6,603.00",0,"155,484.00","1,742.00",0,0,0,0,"24,801.00","24,801.00",0,"24,801.00",235,42,"17,928.00","200,190.00",0,0,"13,971.00","55,798.00","69,769.00","16,564.00",0,0,0,0,"86,333.00","116,859.00",0,"116,859.00",0,"1,788.00","4,628.00","209,608.00",33,0,"-15,521.00","-9,005.00","13,929.00",-179,0,"-10,743.00","1,325.00","-9,418.00","2,261.00",0,"2,256.00",0,0,0,0,0,0,0,0,0,"3,095.00","5,351.00",-977,0,"-7,290.00",5,"-15,136.00","18,630.00",0,0,"9,799.00","5,031.00","1,651.00",0,0,"-9,411.00",0,"1,181.00","-8,230.00","2,152.00",-977,"4,374.00",0,0,0,0,129.15,2.62,0.14,0,0.83,30.55,30.55,3.27,36.09,0,0,"19,642.52","92,448.52",-46.04,-17.14,-45.02,13.98,14.6,0,0,-23.35,0.97,5,-3.22,0.306,-9.44,1.8,1.72,0,6.41,2.74,-12.63,-56.47,117.74,139.52,-19.91,"3,002.00","3,236.00",2.75,8/5/09,8/6/10,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0.42,0
200909,8.439,0.795,0.795,0.29,0.29,-2.75,1.33,1.593,0,-2.617,-2.685,40.019,7.21,0,0,1.98,45.96,14.84,5.8,5.23,18.02,8.09,3.29,15.76,-15.293,-0.043,0.653,10.82,0.15,0,0,0,24.2,24.2,3.77,0.82,0.217,"30,272.00","24,817.00","5,455.00","3,005.00",0,0,"2,450.00",131,"-1,738.00","-1,607.00",269,-16,"1,112.00",-99,8.9,"1,013.00",0,997,0,0.31,0.29,"3,587.00",0,"2,850.00","25,798.00","41,371.00","67,169.00",0,0,"82,909.00","82,909.00","3,057.00",0,-833,"4,336.00",0,"6,560.00",0,"156,638.00","1,544.00",0,0,0,0,"24,812.00","24,812.00",0,"24,812.00",225,43,"19,887.00","203,106.00",0,0,"15,209.00","55,151.00","70,360.00","17,533.00",0,0,0,0,"87,893.00","115,130.00",0,"115,130.00",0,"2,644.00","4,709.00","210,376.00",33,0,"-14,524.00","-8,704.00","14,698.00",-178,0,"-8,675.00","1,405.00","-7,270.00",997,0,"1,013.00",0,0,0,0,0,0,0,0,0,"4,701.00","5,714.00",-944,0,"-7,892.00",209,"-24,004.00","17,775.00",0,0,"12,032.00","-2,824.00",619,0,0,"-1,718.00",0,396,"-1,322.00","1,568.00",-944,"4,770.00",0,0,0,0,4.35,2.11,0.19,0,0.82,24.97,24.97,4,20.62,0,0,"23,901.15","90,800.15",-43.62,-16.63,-42.63,15.08,12.79,0,0,-18.64,0.98,4,-3.22,0.291,-9.62,1.78,1.71,1.41,8.44,5.35,-2.44,-39.42,514.29,-19.04,-20.36,"3,259.00","3,315.00",2.67,11/6/09,11/8/10,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0.56,0
200912,9.48,0.419,0.419,0.25,0.25,-0.698,-0.183,0.108,0,-2.343,-2.393,39.447,10,0,0,1.79,11.94,12.72,6.54,1.91,15.86,6.6,2.55,-1.93,-16.833,-0.041,0.685,11.18,0.176,0,217.79,44.55,18.07,191.31,5.05,0.84,0.167,"34,811.00","29,290.00","5,521.00","3,222.00",0,0,"2,299.00",-119,-631,-750,-641,8,908,-30,3.3,878,0,886,0,0.28,0.25,"3,672.00",0,"1,539.00","20,894.00","21,387.00","42,281.00","83,086.00",0,0,"83,086.00","2,456.00",0,-798,"3,383.00",0,"5,041.00",0,"130,408.00","19,637.00",335,"10,364.00","37,378.00","1,176.00","6,792.00","56,045.00","-33,408.00","22,637.00",165,0,"19,193.00","192,040.00","14,301.00",0,0,"9,105.00","23,406.00","17,257.00","3,129.00",0,"3,129.00","5,904.00","49,696.00","114,378.00",0,"114,378.00","11,589.00","4,077.00","20,082.00","199,822.00",34,0,"-13,599.00","-10,864.00","16,786.00",-177,0,"-7,820.00",38,"-7,782.00",886,0,878,0,0,0,0,0,0,0,0,0,-482,396,"-1,069.00",0,"-5,178.00",913,"-17,058.00","17,705.00",0,0,"8,434.00","3,747.00",180,0,0,"-5,767.00",0,"-2,610.00","-8,377.00","-4,864.00","-1,069.00",-673,15.87,0,0,0,2.72,2.01,0.28,0,1.06,14.33,14.33,6.98,2.42,0,0,"33,370.00","122,762.00",-47.22,-20.81,-27.79,16.5,11.91,0,0,-23.11,1.26,6,-3.01,0.402,-10.09,2.62,2.52,3.64,10.2,6.84,-0.66,-21.9,109.77,129.49,-21.26,"3,306.00","3,337.00",2.8,2/25/10,2/28/11,"165,112.00","198,000.00",0,0,0,0,0,0,0,0,0,0,0.61,0,0,0.84,0
201003,6.909,0.84,0.84,0.5,0.5,0.229,0.353,0.587,0,-1.603,-1.659,38.213,12.57,0,0,4.34,30.34,18.03,7.29,5.19,20.36,10.57,6.61,5.12,-23.842,-0.029,0.68,13.39,0.164,0,0,0,20.57,20.57,4.44,0.8,0.18,"31,566.00","25,139.00","6,427.00","3,089.00",0,0,"3,338.00",63,"-1,701.00","-1,597.00",394,0,"2,135.00",-50,2.34,"2,085.00",0,"2,085.00",0,0.62,0.5,"4,569.00",0,"3,836.00","24,356.00","37,701.00","62,057.00",0,0,"80,762.00","80,762.00","2,816.00",0,-800,"4,276.00",0,"6,292.00",0,"149,111.00","2,544.00",0,0,0,0,"22,826.00","22,826.00",0,"22,826.00",192,41,"17,295.00","191,968.00",0,0,"15,611.00","44,445.00","60,056.00","19,137.00",0,0,0,0,"79,193.00","111,400.00",0,"111,400.00",0,"1,600.00","5,212.00","197,405.00",34,0,"-11,514.00","-11,199.00","17,382.00",-178,0,"-5,475.00",38,"-5,437.00","2,085.00",0,"2,085.00",0,0,0,0,0,0,0,0,0,598,"2,683.00","-1,068.00",0,"-6,979.00",0,"-18,341.00","17,987.00",0,0,"9,568.00","1,167.00",530,0,0,-721,0,79,-112,"3,738.00","-1,068.00","1,615.00",7.27,54.89,0,0,4.48,3.24,0.38,0,0.9,9.18,9.18,10.89,1.24,0,0,"42,939.12","111,457.12",-39.63,-14.15,-38.71,13.58,10.83,0,0,-12.82,1.34,7,-2.92,0.328,-7.83,1.88,1.8,1.96,14.1,10,-2.37,-32.1,183.33,677.78,-19.67,"3,365.00","3,416.00",2.68,5/7/10,5/10/11,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,1.16,0
201006,7.607,0.972,0.972,0.61,0.61,0.371,0.611,0.819,0,-1.037,-1.09,34.155,10.08,0,0,5.59,79.63,25.15,6.82,5.27,20.64,12.07,7.41,8.03,-32.932,-0.02,0.655,15.58,0.189,0,0,0,20.28,20.28,4.5,0.79,0.176,"35,067.00","27,828.00","7,239.00","3,137.00",0,-131,"4,233.00",60,"-1,636.00","-1,509.00",123,3,"2,847.00",-251,8.82,"2,596.00",0,"2,599.00",0,0.76,0.61,"4,610.00",0,"4,483.00","18,322.00","36,127.00","54,449.00",0,0,"78,960.00","78,960.00","2,721.00",0,-811,"4,166.00",0,"6,076.00",0,"139,485.00","2,523.00",0,0,0,0,"22,210.00","22,210.00",0,"22,210.00",183,39,"15,349.00","179,750.00",0,0,"15,976.00","43,698.00","59,674.00","15,533.00",0,0,0,0,"75,207.00","102,166.00",0,"102,166.00",0,901,"5,017.00","183,291.00",35,0,"-8,915.00","-12,277.00","17,759.00",-176,0,"-3,574.00",33,"-3,541.00","2,599.00",0,"2,596.00",0,0,0,0,0,0,0,0,0,"1,178.00","3,774.00",-959,0,"-7,728.00",0,"-33,798.00","34,131.00",0,0,"10,031.00","1,677.00",312,0,0,"-11,333.00",0,-40,"-11,061.00","-5,610.00",-959,"2,815.00",6.11,27.17,0,0,4.77,3.24,0.31,0,0.74,7.71,7.71,12.97,5.43,0,0,"34,735.68","98,018.68",-37.4,-12.72,-36.52,12.47,10.7,0,0,-10.08,1.44,7,-2.73,0.311,-5.43,1.85,1.77,2.59,14.46,9.88,-0.88,-4.89,-11.59,-16.85,-18.32,"3,411.00","3,446.00",2.75,8/6/10,8/5/11,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0.94,0
201009,7.162,0.804,0.804,0.43,0.43,0.727,0.686,0.906,0,-0.509,-0.544,33.559,12.24,0,0,3.78,59.44,18.49,7.49,5.01,18.93,10.18,5.64,9.57,-65.945,-0.01,0.66,12.69,0.168,0,0,0,24.35,24.35,3.75,0.81,0.216,"29,893.00","24,233.00","5,660.00","2,654.00",0,-36,"3,042.00",71,"-1,469.00","-1,290.00",135,-1,"1,887.00",-199,10.55,"1,688.00",0,"1,687.00",0,0.49,0.43,"4,174.00",0,"3,356.00","17,992.00","39,166.00","57,158.00",0,0,"78,854.00","78,854.00","3,111.00",0,-826,"4,570.00",0,"6,855.00",0,"142,867.00","2,676.00",0,0,0,0,"22,956.00","22,956.00",0,"22,956.00",123,0,"8,456.00","177,078.00",0,0,"17,374.00","43,726.00","61,100.00","15,768.00",0,0,0,0,"76,868.00","101,152.00",0,"101,152.00",0,"1,027.00",-229,"178,818.00",35,0,"-7,228.00","-12,609.00","18,190.00",-161,0,"-1,773.00",33,"-1,740.00","1,687.00",0,"1,688.00",0,0,0,0,0,0,0,0,0,"2,093.00","3,781.00",-919,0,0,0,"-48,551.00","22,509.00",0,0,"24,737.00","-2,224.00",388,0,0,"-2,751.00",0,-34,"-2,397.00",-840,-919,"2,862.00",6.84,16.84,0,0,8.34,5.06,0.39,0,0.78,7.75,7.75,12.9,-1.58,0,0,"42,644.16","102,439.16",-34.93,-10.33,-33.95,13.4,10.28,0,0,-7.36,1.52,8,-2.84,0.323,-4.37,1.86,1.77,2.07,13.16,10.16,-1.1,-15.13,48.28,1.13,-16.76,"3,446.00","3,484.00",2.66,11/8/10,11/4/11,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,1.19,0
